fh_4_8,808.4232123480799,7596.315931919639,11159.15019183858
fh_4_9,912.0031509589201,3580.6743007643404,3466.86227637668
fh_4_1,848.9946893774,11741.939453125,8443.68868506634
fh_4_2,877.7433883999399,12580.6494140625,16043.14512310606
fh_4_3,819.62591393194,12580.6494140625,14536.73243163086
fh_4_4,792.34649104718,12580.6494140625,16545.78282394688
fh_4_5,778.4211759442,13838.714355468761,14848.442826704539
fh_4_6,806.17469189688,17612.9091796875,17553.59016927084
fh_4_7,795.55337456746,22645.1689453125,19898.26375772666
fh_2_18,661.5222430656801,5080.18604910716,7459.3560387095395
fh_2_19,605.6466579765599,11741.939453125,9441.05960094976
fh_2_10,638.1502922141201,11741.939453125,10171.03274356616
fh_2_11,624.80154523172,6709.679687500039,7759.734524985901
fh_2_12,731.33642991322,1347.1096964563599,4063.19113389886
fh_2_13,704.97009018422,5032.259765625,5856.94761923754
fh_2_14,803.97550800978,4696.77578125,3248.89849450364
fh_2_15,506.51615050377995,3461.1469186307395,2413.84373111058
fh_2_16,619.33525293652,3071.45753876658,2314.37763655452
fh_2_17,626.2878376925601,6709.679687500041,7826.519125405861
fh_2_2,671.5277306816599,11741.939453125,20396.494001116083
fh_2_3,785.2093637348601,12580.6494140625,16474.09130859376
fh_2_1,546.50923011598,12580.6494140625,10754.364426043841
fh_2_6,645.08400524524,10903.2294921875,11966.19071514424
fh_2_7,659.53444000048,7967.74462890626,8887.83929267728
fh_2_4,628.0372747593,17612.9091796875,18344.775669642862
fh_2_5,576.7679551402,8387.099609375,8306.53023280858
fh_2_8,672.38245975556,6877.421679687521,6827.439171006941
fh_2_9,682.13028691142,6290.3247070313,6629.0912533235605
fh_5_15,879.8390070988601,12580.6494140625,11345.88769089366
fh_5_14,835.9013238090201,10903.2294921875,11767.20807756694
fh_4_18,779.29231699178,6206.453710937521,9006.55177796378
fh_4_19,557.35469081258,7967.744628906281,9842.88402157736
fh_5_11,902.87792937748,8387.099609375,9785.67388254644
fh_5_10,645.8457768065399,1346.80118142924,1439.14303702918
fh_5_13,739.146236831675,8387.099609375,9497.99082262522
fh_5_12,918.8066648125802,4576.96007254464,7151.71639199582
fh_4_12,559.8466138230399,8722.58359375,8703.89430594
fh_4_13,566.3360131280999,7296.77666015626,9744.07405721334
fh_4_10,315.12894359195997,1530.64567871094,931.6042539219401
fh_4_11,696.0125364062401,12580.6494140625,11168.10838365726
fh_4_16,162.58270892612,586.0150767616199,574.28784755908
fh_4_17,895.80834349986,7129.034667968781,7972.8092025162205
fh_4_14,763.0629077998799,9225.8095703125,8993.727870034661
fh_4_15,830.0969574057201,3919.9706031436,6526.5689299054
fh_2_24,809.51054352556,12580.6494140625,12440.28309581042
fh_2_21,589.5748201143201,5787.09873046878,7558.585668959119
fh_2_20,644.6941209865801,12580.6494140625,12811.63483001374
fh_2_23,904.7190119724801,25161.298828125,19278.529832883003
fh_2_22,742.21804147852,25161.298828125,21909.75231799452
fh_5_17,769.1249091930599,12580.6494140625,13430.554387019238
fh_5_16,825.9771944011202,12580.6494140625,9830.6931818182
fh_5_19,778.36799169822,4315.543980823861,3752.12418444022
fh_5_18,854.32520007382,4325.3470842634,7159.46138063328
fh_3_13,645.16492388866,11532.261962890629,13446.00613850859
fh_3_12,850.8117231145801,2099.91445834726,7283.524780366681
fh_3_11,746.2347092102,15096.779296875,15623.7802353896
fh_3_10,856.4757384352,12580.6494140625,11771.8499742445
fh_3_17,832.7191755022401,11741.939453125,21422.353166852703
fh_3_16,761.46768926996,11741.939453125,10158.017229352681
fh_3_15,695.17614738486,12580.6494140625,11452.07486979166
fh_3_14,823.1882290408599,20129.0390625,23534.416155133942
fh_3_19,840.58083191744,7129.034667968781,7698.515307934259
fh_3_18,693.52069487096,8387.099609375,9718.25061274506
fh_5_1,450.09129633780003,1057.5114107003,2101.4035836922203
fh_5_3,788.0049602617802,17053.769205729168,17656.790316617
fh_5_2,778.47198132388,22645.1689453125,21724.076450892862
fh_5_5,699.10533518146,7967.74462890626,11396.372109661159
fh_5_4,863.1321666965999,10903.2294921875,11582.624421448261
fh_5_7,663.17736915382,10903.2294921875,14351.77367275034
fh_5_6,568.7067071100599,11741.939453125,11452.07486979166
fh_5_9,659.4776888730801,2065.0055856415797,1397.19744516692
fh_5_8,797.2753198678,8387.099609375,8459.87665481488
fh_4_23,729.90946497546,2549.67828125,1641.9074189913997
fh_4_22,728.3342777665,3590.47740420388,3230.33727436788
fh_4_21,638.0333675730201,5619.356738281281,4647.68883893796
fh_4_20,694.41069401674,5787.098730468781,3937.2736039144997
fh_3_22,757.5901692679001,6458.066699218781,10419.51074218752
fh_3_23,747.0861836921999,6709.679687500039,7197.531020583059
fh_3_20,671.72982317192,9944.70382254464,12230.9426574115
fh_3_21,611.18698041458,12580.6494140625,12737.36448317308
fh_3_24,689.06107720978,7548.38964843752,7852.119888900159
fh_3_25,591.7541719718,6500.0021972656195,5063.97236334184
fh_5_20,896.3813875318799,7548.38964843752,7522.96721540178
fh_5_21,773.4262111502601,10903.2294921875,10395.06490035458
fh_3_9,854.07942426108,12580.6494140625,12811.63483001374
fh_3_8,805.64759968946,12580.6494140625,11957.52584134616
fh_3_3,830.1345222542601,1729.0328425481202,1615.3398183511601
fh_3_2,652.6734984529201,3082.9503509186197,3014.40481438764
fh_3_1,733.4138797012599,1617.2048477564,2349.8287578101
fh_3_7,773.2478254797201,22645.1689453125,22461.622256324423
fh_3_6,642.5082467987601,20586.51722301136,21013.35049293156
fh_3_5,673.3974569123,1862.31734508168,1723.2971083604002
fh_3_4,679.12951942534,3692.5022955560003,4183.187756556059
