 FH-AP-310a, fh_4_15,0.005762746614809741
 FH-AP-310a, fh_4_14,0.0009726398904536815
 FH-AP-5thFlrWest, fh_4_17,0.005727758756961583
 FH-AP-5thFlrWest, fh_4_16,0.001228677337356615
 FH-AP-204, fh_4_11,0.0021955135154460388
 FH-AP-5thFlrSE, fh_4_10,0.0029153762632795925
 FH-AP-310a, fh_4_13,0.003919386326965825
 FH-AP-505_Hallway, fh_4_12,0.0015184117095643412
 FH-AP-516, fh_4_19,0.0022165986845626637
 FH-AP-2ndFlrW_DC, fh_4_18,0.002433842330205653
 FH-AP-5thFlrWest, fh_2_17,0.004398171688327241
 FH-AP-2ndFlrW_DC, fh_2_16,0.00783875865208872
 FH-AP-2ndFlrW_DC, fh_2_15,0.003360834640024722
 FH-AP-516, fh_2_14,0.0026641697639979483
 FH-AP-228, fh_2_13,0.005011237823316568
 FH-AP-423, fh_2_12,0.002710905469183059
 FH-AP-228, fh_2_11,0.007414181463386673
 FH-AP-5thFlrSE, fh_2_10,0.006200827020899268
 FH-AP-3rdDC, fh_2_19,0.002714999751478261
 FH-AP-310a, fh_2_18,0.0010437601165948398
 FH-AP-457, fh_3_8,0.005938876952989708
 FH-AP-457, fh_3_9,0.00046764245722883595
 FH-AP-250, fh_3_2,0.0035776079767669685
 FH-AP-450, fh_3_3,0.002945215743959401
 FH-AP-450, fh_3_1,0.008118279189330219
 FH-AP-2ndFlr_East_DC, fh_3_6,0.0021086690360686373
 FH-AP-345_DC, fh_3_7,0.0031709518775881666
 FH-AP-250, fh_3_4,0.001207053592278549
 FH-AP-345_DC, fh_3_5,0.006586085819330771
 FH-AP-310a, fh_3_18,0.0016198212613581316
 FH-AP-310a, fh_3_19,0.004659843789340902
 FH-AP-2ndFlr_East_DC, fh_3_14,0.008034433570579714
 FH-AP-423, fh_3_15,0.0065606574612297325
 FH-AP-302, fh_3_16,0.0010105749063305251
 FH-AP-505_Hallway, fh_3_17,0.0017458364546912855
 FH-AP-370, fh_3_10,0.004259407652310215
 FH-AP-570_Suite, fh_3_11,0.000998043860858663
 FH-AP-570_Suite, fh_3_12,0.005990101553468194
 FH-AP-4th-Flr-DC, fh_3_13,0.0035139262824199586
 FH-AP-204, fh_2_22,0.0006126753800379059
 FH-AP-5thFlrSE, fh_2_23,0.0026360766912798825
 FH-AP-302, fh_2_20,0.004397441969981998
 FH-AP-302, fh_2_21,0.0008089347861304503
 FH-AP-450, fh_5_1,0.0048954723341808675
 FH-AP-2ndFlr_East_DC, fh_5_2,0.006406235574857471
 FH-AP-345_DC, fh_5_3,0.0023854770088319603
 FH-AP-560_Entrance, fh_5_4,0.004005259008998541
 FH-AP-457, fh_5_5,0.0062788281985727765
 FH-AP-457, fh_5_6,0.003589558702498567
 FH-AP-570_Suite, fh_5_7,0.004216414735403403
 FH-AP-570_Suite, fh_5_8,0.0013604478160228488
 FH-AP-370, fh_5_9,0.004530985631766068
 FH-AP-5thFlrSE, fh_4_9,0.0020987088569424206
 FH-AP-5thFlrDC, fh_4_8,0.004723824767702665
 FH-AP-250, fh_4_1,0.0016511729649624225
 FH-AP-2ndFlr_East_DC, fh_4_3,0.004120474367171444
 FH-AP-250, fh_4_2,0.0023833700777229684
 FH-AP-560_Entrance, fh_4_5,0.0011806691950327361
 FH-AP-4th-Flr-DC, fh_4_4,0.002037274741623105
 FH-AP-570_Suite, fh_4_7,0.0009671679714826525
 FH-AP-457, fh_4_6,0.0003548242442071628
 FH-AP-560_Entrance, fh_2_3,0.0026751457441594544
 FH-AP-272, fh_2_2,0.000614960954279486
 FH-AP-570_Suite, fh_2_1,0.0016805323261977123
 FH-AP-250, fh_2_7,0.004656852671295705
 FH-AP-2ndFlr_East_DC, fh_2_6,0.002268453171933057
 FH-AP-4th-Flr-DC, fh_2_5,0.006129661885059038
 FH-AP-345_DC, fh_2_4,0.0035990439730193714
 FH-AP-345_DC, fh_2_9,0.003034806956829976
 FH-AP-250, fh_2_8,0.00014821314143149183
 FH-AP-2ndFlrW_DC, fh_3_25,0.0018677128378355155
 FH-AP-228, fh_3_24,0.0060349189576043
 FH-AP-529, fh_3_21,0.005090924939124131
 FH-AP-345_DC, fh_3_20,0.005117056504486104
 FH-AP-529, fh_3_23,0.0044873902725672135
 FH-AP-423, fh_3_22,0.0011172846870111798
 FH-AP-416DC, fh_4_20,0.006284624018710981
 FH-AP-228, fh_4_21,0.0012491288777225717
 FH-AP-403, fh_4_22,0.009991712492633855
 FH-AP-2ndFlr_East_DC, fh_4_23,0.005149877037232228
 FH-AP-5thFlrDC, fh_5_24,0.0049245089998198625
 FH-AP-5thFlrSE, fh_5_23,0.006659794321280222
 FH-AP-529, fh_5_22,0.004718156869943241
 FH-AP-529, fh_5_21,0.0006607142167103543
 FH-AP-505_Hallway, fh_5_20,0.0064745574880548055
 FH-AP-516, fh_5_18,0.0013099756829813025
 FH-AP-3rdDC, fh_5_19,0.002507123564737675
 FH-AP-204, fh_5_12,0.0008208301630557618
 FH-AP-505_Hallway, fh_5_13,0.0032039209898947476
 FH-AP-457, fh_5_10,0.003364471823629015
 FH-AP-423, fh_5_11,0.01135166763219828
 FH-AP-5thFlrWest, fh_5_16,0.002732711520075592
 FH-AP-5thFlrWest, fh_5_17,0.004368789114543745
 FH-AP-505_Hallway, fh_5_14,0.0032424185618460167
 FH-AP-310a, fh_5_15,0.002402700393675631
